
 
C1    N2    Elastic                                             
E/N (Td)	Rate coefficient (m3/s)
C33   O2    Excitation    0.38 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.1010E-25
13.41	0.2143E-24
13.99	0.6834E-24
14.59	0.1951E-23
15.20	0.4582E-23
15.83	0.1027E-22
16.46	0.2430E-22
17.11	0.4949E-22
17.78	0.9719E-22
18.46	0.1844E-21
19.15	0.3388E-21
19.85	0.6329E-21
20.57	0.1092E-20
21.30	0.1835E-20
22.05	0.3009E-20
22.81	0.4820E-20
23.58	0.7556E-20
24.36	0.1188E-19
25.16	0.1785E-19
25.97	0.2635E-19
26.80	0.3824E-19
27.64	0.5461E-19
28.49	0.7681E-19
29.36	0.1065E-18
30.23	0.1457E-18
31.13	0.2011E-18
32.03	0.2679E-18
32.95	0.3527E-18
33.89	0.4595E-18
34.83	0.5924E-18
35.79	0.7563E-18
36.77	0.9566E-18
37.75	0.1199E-17
38.75	0.1491E-17
39.77	0.1847E-17
40.79	0.2259E-17
41.83	0.2742E-17
42.89	0.3306E-17
43.95	0.3960E-17
45.03	0.4713E-17
46.13	0.5574E-17
47.23	0.6554E-17
48.36	0.7664E-17
49.49	0.9079E-17
50.64	0.1050E-16
51.80	0.1208E-16
52.97	0.1383E-16
54.16	0.1576E-16
55.36	0.1788E-16
56.58	0.2020E-16
57.81	0.2273E-16
59.05	0.2547E-16
60.30	0.2843E-16
61.57	0.3162E-16
62.85	0.3532E-16
64.15	0.3900E-16
65.46	0.4291E-16
66.78	0.4707E-16
68.11	0.5147E-16
69.46	0.5610E-16
70.83	0.6098E-16
72.20	0.6610E-16
73.59	0.7145E-16
74.99	0.7703E-16
76.41	0.8283E-16
77.84	0.8830E-16
79.28	0.9450E-16
80.74	0.1009E-15
82.21	0.1075E-15
83.69	0.1143E-15
85.19	0.1213E-15
86.70	0.1284E-15
88.22	0.1357E-15
89.76	0.1431E-15
91.31	0.1507E-15
92.87	0.1584E-15
94.45	0.1662E-15
96.04	0.1740E-15
97.64	0.1820E-15
99.26	0.1901E-15
100.9	0.1982E-15
102.5	0.2065E-15
104.2	0.2147E-15
105.9	0.2230E-15
107.6	0.2314E-15
109.2	0.2397E-15
111.0	0.2481E-15
112.7	0.2565E-15
114.4	0.2648E-15
116.2	0.2732E-15
117.9	0.2815E-15
119.7	0.2901E-15
121.5	0.2983E-15
123.3	0.3066E-15
125.1	0.3148E-15
127.0	0.3229E-15
128.8	0.3310E-15
130.7	0.3390E-15
132.5	0.3470E-15
134.4	0.3549E-15
136.3	0.3627E-15
138.2	0.3705E-15
140.2	0.3782E-15
142.1	0.3858E-15
144.1	0.3933E-15
146.0	0.4005E-15
148.0	0.4078E-15
150.0	0.4151E-15
 
 
C34   O2    Excitation    0.57 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.7090E-19
1.007	0.7447E-19
1.027	0.8602E-19
1.060	0.1083E-18
1.107	0.1466E-18
1.168	0.2101E-18
1.242	0.3128E-18
1.329	0.4763E-18
1.430	0.7302E-18
1.544	0.1113E-17
1.671	0.1670E-17
1.812	0.2447E-17
1.966	0.3486E-17
2.134	0.4789E-17
2.315	0.6401E-17
2.510	0.8279E-17
2.718	0.1037E-16
2.940	0.1262E-16
3.174	0.1493E-16
3.423	0.1724E-16
3.685	0.1948E-16
3.960	0.2160E-16
4.248	0.2356E-16
4.550	0.2534E-16
4.866	0.2693E-16
5.195	0.2833E-16
5.537	0.2961E-16
5.893	0.3066E-16
6.262	0.3156E-16
6.644	0.3232E-16
7.040	0.3296E-16
7.450	0.3350E-16
7.872	0.3395E-16
8.309	0.3432E-16
8.758	0.3463E-16
9.221	0.3487E-16
9.698	0.3504E-16
10.19	0.3520E-16
10.69	0.3531E-16
11.21	0.3540E-16
11.74	0.3546E-16
12.28	0.3550E-16
12.84	0.3553E-16
13.41	0.3554E-16
13.99	0.3552E-16
14.59	0.3548E-16
15.20	0.3545E-16
15.83	0.3540E-16
16.46	0.3537E-16
17.11	0.3531E-16
17.78	0.3524E-16
18.46	0.3517E-16
19.15	0.3509E-16
19.85	0.3508E-16
20.57	0.3499E-16
21.30	0.3490E-16
22.05	0.3481E-16
22.81	0.3471E-16
23.58	0.3462E-16
24.36	0.3445E-16
25.16	0.3435E-16
25.97	0.3425E-16
26.80	0.3415E-16
27.64	0.3405E-16
28.49	0.3395E-16
29.36	0.3385E-16
30.23	0.3375E-16
31.13	0.3364E-16
32.03	0.3355E-16
32.95	0.3346E-16
33.89	0.3338E-16
34.83	0.3331E-16
35.79	0.3325E-16
36.77	0.3320E-16
37.75	0.3317E-16
38.75	0.3315E-16
39.77	0.3317E-16
40.79	0.3320E-16
41.83	0.3326E-16
42.89	0.3335E-16
43.95	0.3347E-16
45.03	0.3364E-16
46.13	0.3385E-16
47.23	0.3411E-16
48.36	0.3443E-16
49.49	0.3486E-16
50.64	0.3531E-16
51.80	0.3583E-16
52.97	0.3643E-16
54.16	0.3712E-16
55.36	0.3789E-16
56.58	0.3875E-16
57.81	0.3971E-16
59.05	0.4077E-16
60.30	0.4194E-16
61.57	0.4322E-16
62.85	0.4471E-16
64.15	0.4623E-16
65.46	0.4786E-16
66.78	0.4962E-16
68.11	0.5150E-16
69.46	0.5350E-16
70.83	0.5563E-16
72.20	0.5789E-16
73.59	0.6027E-16
74.99	0.6277E-16
76.41	0.6539E-16
77.84	0.6790E-16
79.28	0.7075E-16
80.74	0.7371E-16
82.21	0.7679E-16
83.69	0.7997E-16
85.19	0.8325E-16
86.70	0.8664E-16
88.22	0.9012E-16
89.76	0.9369E-16
91.31	0.9734E-16
92.87	0.1011E-15
94.45	0.1049E-15
96.04	0.1087E-15
97.64	0.1127E-15
99.26	0.1167E-15
100.9	0.1208E-15
102.5	0.1249E-15
104.2	0.1290E-15
105.9	0.1332E-15
107.6	0.1374E-15
109.2	0.1417E-15
111.0	0.1460E-15
112.7	0.1503E-15
114.4	0.1546E-15
116.2	0.1589E-15
117.9	0.1633E-15
119.7	0.1677E-15
121.5	0.1720E-15
123.3	0.1763E-15
125.1	0.1807E-15
127.0	0.1850E-15
128.8	0.1893E-15
130.7	0.1935E-15
132.5	0.1978E-15
134.4	0.2020E-15
136.3	0.2062E-15
138.2	0.2104E-15
140.2	0.2146E-15
142.1	0.2187E-15
144.1	0.2228E-15
146.0	0.2267E-15
148.0	0.2308E-15
150.0	0.2347E-15
 
 
C35   O2    Excitation    0.75 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.4072E-20
1.007	0.4302E-20
1.027	0.5055E-20
1.060	0.6548E-20
1.107	0.9219E-20
1.168	0.1387E-19
1.242	0.2191E-19
1.329	0.3565E-19
1.430	0.5881E-19
1.544	0.9689E-19
1.671	0.1575E-18
1.812	0.2504E-18
1.966	0.3864E-18
2.134	0.5741E-18
2.315	0.8274E-18
2.510	0.1149E-17
2.718	0.1541E-17
2.940	0.1996E-17
3.174	0.2506E-17
3.423	0.3055E-17
3.685	0.3631E-17
3.960	0.4216E-17
4.248	0.4798E-17
4.550	0.5365E-17
4.866	0.5907E-17
5.195	0.6419E-17
5.537	0.6909E-17
5.893	0.7348E-17
6.262	0.7750E-17
6.644	0.8114E-17
7.040	0.8444E-17
7.450	0.8740E-17
7.872	0.9004E-17
8.309	0.9240E-17
8.758	0.9450E-17
9.221	0.9635E-17
9.698	0.9793E-17
10.19	0.9938E-17
10.69	0.1006E-16
11.21	0.1017E-16
11.74	0.1027E-16
12.28	0.1035E-16
12.84	0.1043E-16
13.41	0.1049E-16
13.99	0.1054E-16
14.59	0.1059E-16
15.20	0.1063E-16
15.83	0.1065E-16
16.46	0.1068E-16
17.11	0.1069E-16
17.78	0.1070E-16
18.46	0.1071E-16
19.15	0.1072E-16
19.85	0.1075E-16
20.57	0.1074E-16
21.30	0.1074E-16
22.05	0.1073E-16
22.81	0.1072E-16
23.58	0.1070E-16
24.36	0.1067E-16
25.16	0.1065E-16
25.97	0.1063E-16
26.80	0.1061E-16
27.64	0.1059E-16
28.49	0.1057E-16
29.36	0.1056E-16
30.23	0.1054E-16
31.13	0.1052E-16
32.03	0.1051E-16
32.95	0.1049E-16
33.89	0.1049E-16
34.83	0.1048E-16
35.79	0.1049E-16
36.77	0.1050E-16
37.75	0.1052E-16
38.75	0.1055E-16
39.77	0.1061E-16
40.79	0.1067E-16
41.83	0.1074E-16
42.89	0.1084E-16
43.95	0.1095E-16
45.03	0.1110E-16
46.13	0.1127E-16
47.23	0.1146E-16
48.36	0.1170E-16
49.49	0.1199E-16
50.64	0.1231E-16
51.80	0.1266E-16
52.97	0.1307E-16
54.16	0.1352E-16
55.36	0.1403E-16
56.58	0.1459E-16
57.81	0.1521E-16
59.05	0.1589E-16
60.30	0.1663E-16
61.57	0.1744E-16
62.85	0.1839E-16
64.15	0.1934E-16
65.46	0.2037E-16
66.78	0.2146E-16
68.11	0.2263E-16
69.46	0.2388E-16
70.83	0.2520E-16
72.20	0.2659E-16
73.59	0.2805E-16
74.99	0.2959E-16
76.41	0.3120E-16
77.84	0.3274E-16
79.28	0.3449E-16
80.74	0.3630E-16
82.21	0.3817E-16
83.69	0.4011E-16
85.19	0.4212E-16
86.70	0.4417E-16
88.22	0.4629E-16
89.76	0.4846E-16
91.31	0.5067E-16
92.87	0.5294E-16
94.45	0.5525E-16
96.04	0.5757E-16
97.64	0.5996E-16
99.26	0.6238E-16
100.9	0.6483E-16
102.5	0.6730E-16
104.2	0.6980E-16
105.9	0.7233E-16
107.6	0.7487E-16
109.2	0.7742E-16
111.0	0.7999E-16
112.7	0.8257E-16
114.4	0.8516E-16
116.2	0.8775E-16
117.9	0.9034E-16
119.7	0.9299E-16
121.5	0.9558E-16
123.3	0.9816E-16
125.1	0.1007E-15
127.0	0.1033E-15
128.8	0.1059E-15
130.7	0.1084E-15
132.5	0.1109E-15
134.4	0.1134E-15
136.3	0.1159E-15
138.2	0.1184E-15
140.2	0.1209E-15
142.1	0.1233E-15
144.1	0.1257E-15
146.0	0.1281E-15
148.0	0.1304E-15
150.0	0.1328E-15
 
 
C36   O2    Excitation    0.98 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.1414E-20
1.007	0.1515E-20
1.027	0.1851E-20
1.060	0.2546E-20
1.107	0.3864E-20
1.168	0.6318E-20
1.242	0.1086E-19
1.329	0.1917E-19
1.430	0.3411E-19
1.544	0.6017E-19
1.671	0.1040E-18
1.812	0.1745E-18
1.966	0.2830E-18
2.134	0.4404E-18
2.315	0.6618E-18
2.510	0.9568E-18
2.718	0.1332E-17
2.940	0.1791E-17
3.174	0.2331E-17
3.423	0.2945E-17
3.685	0.3622E-17
3.960	0.4351E-17
4.248	0.5118E-17
4.550	0.5910E-17
4.866	0.6715E-17
5.195	0.7523E-17
5.537	0.8339E-17
5.893	0.9128E-17
6.262	0.9899E-17
6.644	0.1065E-16
7.040	0.1137E-16
7.450	0.1207E-16
7.872	0.1274E-16
8.309	0.1339E-16
8.758	0.1401E-16
9.221	0.1460E-16
9.698	0.1516E-16
10.19	0.1571E-16
10.69	0.1623E-16
11.21	0.1673E-16
11.74	0.1722E-16
12.28	0.1768E-16
12.84	0.1814E-16
13.41	0.1858E-16
13.99	0.1900E-16
14.59	0.1942E-16
15.20	0.1982E-16
15.83	0.2020E-16
16.46	0.2060E-16
17.11	0.2097E-16
17.78	0.2133E-16
18.46	0.2169E-16
19.15	0.2204E-16
19.85	0.2243E-16
20.57	0.2277E-16
21.30	0.2312E-16
22.05	0.2347E-16
22.81	0.2382E-16
23.58	0.2417E-16
24.36	0.2453E-16
25.16	0.2489E-16
25.97	0.2526E-16
26.80	0.2565E-16
27.64	0.2604E-16
28.49	0.2646E-16
29.36	0.2690E-16
30.23	0.2736E-16
31.13	0.2788E-16
32.03	0.2842E-16
32.95	0.2900E-16
33.89	0.2964E-16
34.83	0.3034E-16
35.79	0.3111E-16
36.77	0.3195E-16
37.75	0.3289E-16
38.75	0.3393E-16
39.77	0.3507E-16
40.79	0.3634E-16
41.83	0.3775E-16
42.89	0.3931E-16
43.95	0.4103E-16
45.03	0.4294E-16
46.13	0.4503E-16
47.23	0.4733E-16
48.36	0.4984E-16
49.49	0.5294E-16
50.64	0.5597E-16
51.80	0.5925E-16
52.97	0.6280E-16
54.16	0.6662E-16
55.36	0.7074E-16
56.58	0.7515E-16
57.81	0.7986E-16
59.05	0.8487E-16
60.30	0.9020E-16
61.57	0.9584E-16
62.85	0.1023E-15
64.15	0.1086E-15
65.46	0.1152E-15
66.78	0.1221E-15
68.11	0.1293E-15
69.46	0.1368E-15
70.83	0.1445E-15
72.20	0.1526E-15
73.59	0.1609E-15
74.99	0.1694E-15
76.41	0.1782E-15
77.84	0.1863E-15
79.28	0.1955E-15
80.74	0.2049E-15
82.21	0.2145E-15
83.69	0.2242E-15
85.19	0.2341E-15
86.70	0.2441E-15
88.22	0.2542E-15
89.76	0.2645E-15
91.31	0.2748E-15
92.87	0.2852E-15
94.45	0.2956E-15
96.04	0.3060E-15
97.64	0.3165E-15
99.26	0.3270E-15
100.9	0.3375E-15
102.5	0.3480E-15
104.2	0.3585E-15
105.9	0.3689E-15
107.6	0.3793E-15
109.2	0.3896E-15
111.0	0.3999E-15
112.7	0.4101E-15
114.4	0.4202E-15
116.2	0.4302E-15
117.9	0.4401E-15
119.7	0.4503E-15
121.5	0.4600E-15
123.3	0.4696E-15
125.1	0.4790E-15
127.0	0.4884E-15
128.8	0.4976E-15
130.7	0.5067E-15
132.5	0.5157E-15
134.4	0.5245E-15
136.3	0.5332E-15
138.2	0.5418E-15
140.2	0.5502E-15
142.1	0.5585E-15
144.1	0.5666E-15
146.0	0.5743E-15
148.0	0.5821E-15
150.0	0.5899E-15
 
 
C37   O2    Excitation    1.63 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.6904E-26
1.007	0.7901E-26
1.027	0.1172E-25
1.060	0.2191E-25
1.107	0.4949E-25
1.168	0.1286E-24
1.242	0.3658E-24
1.329	0.1089E-23
1.430	0.3264E-23
1.544	0.9565E-23
1.671	0.2681E-22
1.812	0.7087E-22
1.966	0.1751E-21
2.134	0.4010E-21
2.315	0.8581E-21
2.510	0.1710E-20
2.718	0.3186E-20
2.940	0.5572E-20
3.174	0.9195E-20
3.423	0.1440E-19
3.685	0.2149E-19
3.960	0.3076E-19
4.248	0.4241E-19
4.550	0.5656E-19
4.866	0.7325E-19
5.195	0.9246E-19
5.537	0.1143E-18
5.893	0.1382E-18
6.262	0.1643E-18
6.644	0.1924E-18
7.040	0.2222E-18
7.450	0.2536E-18
7.872	0.2864E-18
8.309	0.3205E-18
8.758	0.3557E-18
9.221	0.3919E-18
9.698	0.4287E-18
10.19	0.4666E-18
10.69	0.5053E-18
11.21	0.5446E-18
11.74	0.5846E-18
12.28	0.6253E-18
12.84	0.6671E-18
13.41	0.7092E-18
13.99	0.7515E-18
14.59	0.7962E-18
15.20	0.8403E-18
15.83	0.8851E-18
16.46	0.9298E-18
17.11	0.9761E-18
17.78	0.1023E-17
18.46	0.1072E-17
19.15	0.1121E-17
19.85	0.1175E-17
20.57	0.1227E-17
21.30	0.1280E-17
22.05	0.1335E-17
22.81	0.1391E-17
23.58	0.1450E-17
24.36	0.1509E-17
25.16	0.1573E-17
25.97	0.1640E-17
26.80	0.1711E-17
27.64	0.1786E-17
28.49	0.1867E-17
29.36	0.1954E-17
30.23	0.2048E-17
31.13	0.2158E-17
32.03	0.2272E-17
32.95	0.2397E-17
33.89	0.2535E-17
34.83	0.2688E-17
35.79	0.2859E-17
36.77	0.3049E-17
37.75	0.3262E-17
38.75	0.3499E-17
39.77	0.3756E-17
40.79	0.4051E-17
41.83	0.4380E-17
42.89	0.4746E-17
43.95	0.5151E-17
45.03	0.5599E-17
46.13	0.6094E-17
47.23	0.6638E-17
48.36	0.7234E-17
49.49	0.7976E-17
50.64	0.8695E-17
51.80	0.9477E-17
52.97	0.1032E-16
54.16	0.1123E-16
55.36	0.1222E-16
56.58	0.1327E-16
57.81	0.1439E-16
59.05	0.1559E-16
60.30	0.1686E-16
61.57	0.1820E-16
62.85	0.1975E-16
64.15	0.2125E-16
65.46	0.2282E-16
66.78	0.2447E-16
68.11	0.2618E-16
69.46	0.2797E-16
70.83	0.2982E-16
72.20	0.3174E-16
73.59	0.3372E-16
74.99	0.3576E-16
76.41	0.3786E-16
77.84	0.3978E-16
79.28	0.4197E-16
80.74	0.4420E-16
82.21	0.4648E-16
83.69	0.4880E-16
85.19	0.5115E-16
86.70	0.5354E-16
88.22	0.5595E-16
89.76	0.5839E-16
91.31	0.6084E-16
92.87	0.6332E-16
94.45	0.6580E-16
96.04	0.6826E-16
97.64	0.7076E-16
99.26	0.7326E-16
100.9	0.7576E-16
102.5	0.7826E-16
104.2	0.8076E-16
105.9	0.8324E-16
107.6	0.8571E-16
109.2	0.8818E-16
111.0	0.9062E-16
112.7	0.9305E-16
114.4	0.9546E-16
116.2	0.9784E-16
117.9	0.1002E-15
119.7	0.1026E-15
121.5	0.1049E-15
123.3	0.1072E-15
125.1	0.1095E-15
127.0	0.1117E-15
128.8	0.1139E-15
130.7	0.1161E-15
132.5	0.1183E-15
134.4	0.1204E-15
136.3	0.1225E-15
138.2	0.1245E-15
140.2	0.1266E-15
142.1	0.1285E-15
144.1	0.1305E-15
146.0	0.1324E-15
148.0	0.1343E-15
150.0	0.1361E-15
 
 
C38   O2    Excitation    4.50 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.1152E-27
13.41	0.1741E-24
13.99	0.6116E-24
14.59	0.1739E-23
15.20	0.4151E-23
15.83	0.9447E-23
16.46	0.2260E-22
17.11	0.4659E-22
17.78	0.9246E-22
18.46	0.1771E-21
19.15	0.3282E-21
19.85	0.6179E-21
20.57	0.1073E-20
21.30	0.1815E-20
22.05	0.2992E-20
22.81	0.4817E-20
23.58	0.7584E-20
24.36	0.1197E-19
25.16	0.1805E-19
25.97	0.2671E-19
26.80	0.3886E-19
27.64	0.5560E-19
28.49	0.7835E-19
29.36	0.1088E-18
30.23	0.1490E-18
31.13	0.2059E-18
32.03	0.2744E-18
32.95	0.3615E-18
33.89	0.4710E-18
34.83	0.6073E-18
35.79	0.7753E-18
36.77	0.9804E-18
37.75	0.1229E-17
38.75	0.1526E-17
39.77	0.1890E-17
40.79	0.2310E-17
41.83	0.2802E-17
42.89	0.3375E-17
43.95	0.4038E-17
45.03	0.4799E-17
46.13	0.5670E-17
47.23	0.6659E-17
48.36	0.7775E-17
49.49	0.9199E-17
50.64	0.1062E-16
51.80	0.1220E-16
52.97	0.1395E-16
54.16	0.1587E-16
55.36	0.1798E-16
56.58	0.2028E-16
57.81	0.2278E-16
59.05	0.2548E-16
60.30	0.2840E-16
61.57	0.3153E-16
62.85	0.3516E-16
64.15	0.3875E-16
65.46	0.4256E-16
66.78	0.4660E-16
68.11	0.5086E-16
69.46	0.5534E-16
70.83	0.6005E-16
72.20	0.6497E-16
73.59	0.7009E-16
74.99	0.7543E-16
76.41	0.8096E-16
77.84	0.8615E-16
79.28	0.9203E-16
80.74	0.9809E-16
82.21	0.1043E-15
83.69	0.1107E-15
85.19	0.1172E-15
86.70	0.1239E-15
88.22	0.1307E-15
89.76	0.1376E-15
91.31	0.1446E-15
92.87	0.1517E-15
94.45	0.1589E-15
96.04	0.1661E-15
97.64	0.1734E-15
99.26	0.1808E-15
100.9	0.1882E-15
102.5	0.1957E-15
104.2	0.2032E-15
105.9	0.2106E-15
107.6	0.2181E-15
109.2	0.2256E-15
111.0	0.2331E-15
112.7	0.2405E-15
114.4	0.2480E-15
116.2	0.2553E-15
117.9	0.2627E-15
119.7	0.2702E-15
121.5	0.2774E-15
123.3	0.2846E-15
125.1	0.2918E-15
127.0	0.2988E-15
128.8	0.3058E-15
130.7	0.3127E-15
132.5	0.3195E-15
134.4	0.3263E-15
136.3	0.3329E-15
138.2	0.3395E-15
140.2	0.3460E-15
142.1	0.3523E-15
144.1	0.3586E-15
146.0	0.3646E-15
148.0	0.3707E-15
150.0	0.3767E-15
 
 
C39   O2    Excitation    6.00 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.3122E-25
13.99	0.3889E-24
14.59	0.1227E-23
15.20	0.3058E-23
15.83	0.7247E-23
16.46	0.1780E-22
17.11	0.3797E-22
17.78	0.7782E-22
18.46	0.1537E-21
19.15	0.2930E-21
19.85	0.5666E-21
20.57	0.1010E-20
21.30	0.1749E-20
22.05	0.2950E-20
22.81	0.4854E-20
23.58	0.7802E-20
24.36	0.1256E-19
25.16	0.1930E-19
25.97	0.2908E-19
26.80	0.4304E-19
27.64	0.6262E-19
28.49	0.8964E-19
29.36	0.1264E-18
30.23	0.1756E-18
31.13	0.2462E-18
32.03	0.3326E-18
32.95	0.4440E-18
33.89	0.5859E-18
34.83	0.7649E-18
35.79	0.9881E-18
36.77	0.1264E-17
37.75	0.1602E-17
38.75	0.2012E-17
39.77	0.2518E-17
40.79	0.3109E-17
41.83	0.3810E-17
42.89	0.4634E-17
43.95	0.5597E-17
45.03	0.6716E-17
46.13	0.8006E-17
47.23	0.9486E-17
48.36	0.1117E-16
49.49	0.1333E-16
50.64	0.1552E-16
51.80	0.1797E-16
52.97	0.2071E-16
54.16	0.2375E-16
55.36	0.2711E-16
56.58	0.3081E-16
57.81	0.3487E-16
59.05	0.3929E-16
60.30	0.4410E-16
61.57	0.4931E-16
62.85	0.5536E-16
64.15	0.6143E-16
65.46	0.6792E-16
66.78	0.7485E-16
68.11	0.8222E-16
69.46	0.9004E-16
70.83	0.9830E-16
72.20	0.1070E-15
73.59	0.1162E-15
74.99	0.1258E-15
76.41	0.1358E-15
77.84	0.1453E-15
79.28	0.1561E-15
80.74	0.1673E-15
82.21	0.1790E-15
83.69	0.1910E-15
85.19	0.2033E-15
86.70	0.2161E-15
88.22	0.2291E-15
89.76	0.2425E-15
91.31	0.2562E-15
92.87	0.2702E-15
94.45	0.2844E-15
96.04	0.2988E-15
97.64	0.3135E-15
99.26	0.3285E-15
100.9	0.3436E-15
102.5	0.3589E-15
104.2	0.3744E-15
105.9	0.3901E-15
107.6	0.4059E-15
109.2	0.4217E-15
111.0	0.4377E-15
112.7	0.4538E-15
114.4	0.4699E-15
116.2	0.4861E-15
117.9	0.5023E-15
119.7	0.5189E-15
121.5	0.5352E-15
123.3	0.5514E-15
125.1	0.5677E-15
127.0	0.5839E-15
128.8	0.6001E-15
130.7	0.6163E-15
132.5	0.6324E-15
134.4	0.6484E-15
136.3	0.6644E-15
138.2	0.6803E-15
140.2	0.6961E-15
142.1	0.7118E-15
144.1	0.7275E-15
146.0	0.7426E-15
148.0	0.7581E-15
150.0	0.7734E-15
 
 
C40   O2    Excitation    8.40 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.6473E-25
15.20	0.1824E-24
15.83	0.4847E-24
16.46	0.1933E-23
17.11	0.4652E-23
17.78	0.1069E-22
18.46	0.2352E-22
19.15	0.4972E-22
19.85	0.1058E-21
20.57	0.2068E-21
21.30	0.3912E-21
22.05	0.7178E-21
22.81	0.1280E-20
23.58	0.2221E-20
24.36	0.3846E-20
25.16	0.6337E-20
25.97	0.1021E-19
26.80	0.1612E-19
27.64	0.2495E-19
28.49	0.3790E-19
29.36	0.5656E-19
30.23	0.8303E-19
31.13	0.1227E-18
32.03	0.1744E-18
32.95	0.2445E-18
33.89	0.3382E-18
34.83	0.4620E-18
35.79	0.6237E-18
36.77	0.8324E-18
37.75	0.1099E-17
38.75	0.1436E-17
39.77	0.1867E-17
40.79	0.2393E-17
41.83	0.3039E-17
42.89	0.3828E-17
43.95	0.4782E-17
45.03	0.5929E-17
46.13	0.7296E-17
47.23	0.8915E-17
48.36	0.1082E-16
49.49	0.1329E-16
50.64	0.1591E-16
51.80	0.1894E-16
52.97	0.2242E-16
54.16	0.2638E-16
55.36	0.3089E-16
56.58	0.3597E-16
57.81	0.4169E-16
59.05	0.4809E-16
60.30	0.5522E-16
61.57	0.6312E-16
62.85	0.7241E-16
64.15	0.8205E-16
65.46	0.9261E-16
66.78	0.1041E-15
68.11	0.1167E-15
69.46	0.1302E-15
70.83	0.1449E-15
72.20	0.1606E-15
73.59	0.1775E-15
74.99	0.1955E-15
76.41	0.2148E-15
77.84	0.2337E-15
79.28	0.2553E-15
80.74	0.2781E-15
82.21	0.3021E-15
83.69	0.3274E-15
85.19	0.3540E-15
86.70	0.3818E-15
88.22	0.4108E-15
89.76	0.4411E-15
91.31	0.4726E-15
92.87	0.5054E-15
94.45	0.5394E-15
96.04	0.5742E-15
97.64	0.6105E-15
99.26	0.6480E-15
100.9	0.6866E-15
102.5	0.7263E-15
104.2	0.7670E-15
105.9	0.8089E-15
107.6	0.8517E-15
109.2	0.8956E-15
111.0	0.9404E-15
112.7	0.9862E-15
114.4	0.1033E-14
116.2	0.1080E-14
117.9	0.1129E-14
119.7	0.1179E-14
121.5	0.1229E-14
123.3	0.1280E-14
125.1	0.1332E-14
127.0	0.1384E-14
128.8	0.1437E-14
130.7	0.1491E-14
